ID_Cliente,Nombre_Completo,Localidad,Mes,Actividad,Sexo,Edad,Estado,Cuota,Inscripcion,Metodo_Pago,Fecha_Alta
1136,Ezequiel Garcia,Mendoza Ciudad,2024-12,Musculacion,M,30,Activo,35000,0,Tarjeta,11/09/2024
1137,Lucia Navarro,Maipu,2024-04,Funcional,M,21,Activo,35000,20000,Tarjeta,21/04/2024
1137,Lucia Navarro,Maipu,2024-05,Funcional,M,21,Activo,35000,0,Tarjeta,21/04/2024
1137,Lucia Navarro,Maipu,2024-06,Funcional,M,21,Inactivo,0,0,Tarjeta,21/04/2024
1137,Lucia Navarro,Maipu,2024-07,Funcional,M,21,Activo,35000,0,Tarjeta,21/04/2024
1137,Lucia Navarro,Maipu,2024-08,Funcional,M,21,Inactivo,0,0,Tarjeta,21/04/2024
1137,Lucia Navarro,Maipu,2024-09,Funcional,M,21,Activo,35000,0,Tarjeta,21/04/2024
1137,Lucia Navarro,Maipu,2024-10,Funcional,M,21,Activo,35000,0,Tarjeta,21/04/2024
1137,Lucia Navarro,Maipu,2024-11,Funcional,M,21,Activo,35000,0,Tarjeta,21/04/2024
1137,Lucia Navarro,Maipu,2024-12,Funcional,M,21,Activo,35000,0,Tarjeta,21/04/2024
1138,Diego Rodriguez,Mendoza Ciudad,2024-04,Funcional,F,19,Activo,35000,20000,Tarjeta,23/04/2024
1138,Diego Rodriguez,Mendoza Ciudad,2024-05,Funcional,F,19,Inactivo,0,0,Tarjeta,23/04/2024
1138,Diego Rodriguez,Mendoza Ciudad,2024-06,Funcional,F,19,Activo,35000,0,Tarjeta,23/04/2024
1138,Diego Rodriguez,Mendoza Ciudad,2024-07,Funcional,F,19,Inactivo,0,0,Tarjeta,23/04/2024
1138,Diego Rodriguez,Mendoza Ciudad,2024-08,Funcional,F,19,Inactivo,0,0,Tarjeta,23/04/2024
1138,Diego Rodriguez,Mendoza Ciudad,2024-09,Funcional,F,19,Activo,35000,0,Tarjeta,23/04/2024
1138,Diego Rodriguez,Mendoza Ciudad,2024-10,Funcional,F,19,Inactivo,0,0,Tarjeta,23/04/2024
1138,Diego Rodriguez,Mendoza Ciudad,2024-11,Funcional,F,19,Activo,35000,0,Tarjeta,23/04/2024
1138,Diego Rodriguez,Mendoza Ciudad,2024-12,Funcional,F,19,Activo,35000,0,Tarjeta,23/04/2024
1139,Tomas Romero,Mendoza Ciudad,2024-08,Spinning,F,36,Activo,25000,20000,Efectivo,26/08/2024
1139,Tomas Romero,Mendoza Ciudad,2024-09,Spinning,F,36,Activo,25000,0,Efectivo,26/08/2024
1139,Tomas Romero,Mendoza Ciudad,2024-10,Spinning,F,36,Activo,25000,0,Efectivo,26/08/2024
1139,Tomas Romero,Mendoza Ciudad,2024-11,Spinning,F,36,Activo,25000,0,Efectivo,26/08/2024
1139,Tomas Romero,Mendoza Ciudad,2024-12,Spinning,F,36,Activo,25000,0,Efectivo,26/08/2024
1140,Bruno Perez,Lujan de Cuyo,2024-05,Funcional,M,21,Activo,35000,20000,Efectivo,22/05/2024
1140,Bruno Perez,Lujan de Cuyo,2024-06,Funcional,M,21,Activo,35000,0,Efectivo,22/05/2024
1140,Bruno Perez,Lujan de Cuyo,2024-07,Funcional,M,21,Inactivo,0,0,Efectivo,22/05/2024
1140,Bruno Perez,Lujan de Cuyo,2024-08,Funcional,M,21,Activo,35000,0,Efectivo,22/05/2024
1140,Bruno Perez,Lujan de Cuyo,2024-09,Funcional,M,21,Inactivo,0,0,Efectivo,22/05/2024
1140,Bruno Perez,Lujan de Cuyo,2024-10,Funcional,M,21,Activo,35000,0,Efectivo,22/05/2024
1140,Bruno Perez,Lujan de Cuyo,2024-11,Funcional,M,21,Activo,35000,0,Efectivo,22/05/2024
1140,Bruno Perez,Lujan de Cuyo,2024-12,Funcional,M,21,Activo,35000,0,Efectivo,22/05/2024
1141,Micaela Medina,Godoy Cruz,2024-03,Musculacion,M,52,Activo,35000,20000,Tarjeta,22/03/2024
1141,Micaela Medina,Godoy Cruz,2024-04,Musculacion,M,52,Inactivo,0,0,Tarjeta,22/03/2024
1141,Micaela Medina,Godoy Cruz,2024-05,Musculacion,M,52,Activo,35000,0,Tarjeta,22/03/2024
1141,Micaela Medina,Godoy Cruz,2024-06,Musculacion,M,52,Activo,35000,0,Tarjeta,22/03/2024
1141,Micaela Medina,Godoy Cruz,2024-07,Musculacion,M,52,Activo,35000,0,Tarjeta,22/03/2024
1141,Micaela Medina,Godoy Cruz,2024-08,Musculacion,M,52,Inactivo,0,0,Tarjeta,22/03/2024
1141,Micaela Medina,Godoy Cruz,2024-09,Musculacion,M,52,Inactivo,0,0,Tarjeta,22/03/2024
1141,Micaela Medina,Godoy Cruz,2024-10,Musculacion,M,52,Activo,35000,0,Tarjeta,22/03/2024
1141,Micaela Medina,Godoy Cruz,2024-11,Musculacion,M,52,Activo,35000,0,Tarjeta,22/03/2024
1141,Micaela Medina,Godoy Cruz,2024-12,Musculacion,M,52,Activo,35000,0,Tarjeta,22/03/2024
1142,Ezequiel Sanchez,Maipu,2024-04,Musculacion,M,22,Activo,35000,20000,Tarjeta,26/04/2024
1142,Ezequiel Sanchez,Maipu,2024-05,Musculacion,M,22,Activo,35000,0,Tarjeta,26/04/2024
1142,Ezequiel Sanchez,Maipu,2024-06,Musculacion,M,22,Inactivo,0,0,Tarjeta,26/04/2024
1142,Ezequiel Sanchez,Maipu,2024-07,Musculacion,M,22,Inactivo,0,0,Tarjeta,26/04/2024
1142,Ezequiel Sanchez,Maipu,2024-08,Musculacion,M,22,Inactivo,0,0,Tarjeta,26/04/2024
1142,Ezequiel Sanchez,Maipu,2024-09,Musculacion,M,22,Activo,35000,0,Tarjeta,26/04/2024
1142,Ezequiel Sanchez,Maipu,2024-10,Musculacion,M,22,Activo,35000,0,Tarjeta,26/04/2024
1142,Ezequiel Sanchez,Maipu,2024-11,Musculacion,M,22,Activo,35000,0,Tarjeta,26/04/2024
1142,Ezequiel Sanchez,Maipu,2024-12,Musculacion,M,22,Activo,35000,0,Tarjeta,26/04/2024
1143,Micaela Cruz,Godoy Cruz,2024-12,Spinning,F,33,Activo,25000,20000,Transferencia,23/12/2024
1143,Micaela Cruz,Godoy Cruz,2024-12,Defensa Personal,F,33,Activo,25000,0,Transferencia,23/12/2024
1144,Paula Romero,Mendoza Ciudad,2024-05,Defensa Personal,M,39,Activo,25000,20000,Tarjeta,26/05/2024
1144,Paula Romero,Mendoza Ciudad,2024-06,Defensa Personal,M,39,Activo,25000,0,Tarjeta,26/05/2024
1144,Paula Romero,Mendoza Ciudad,2024-07,Defensa Personal,M,39,Activo,25000,0,Tarjeta,26/05/2024
1144,Paula Romero,Mendoza Ciudad,2024-08,Defensa Personal,M,39,Activo,25000,0,Tarjeta,26/05/2024
1144,Paula Romero,Mendoza Ciudad,2024-09,Defensa Personal,M,39,Activo,25000,0,Tarjeta,26/05/2024
1144,Paula Romero,Mendoza Ciudad,2024-10,Defensa Personal,M,39,Activo,25000,0,Tarjeta,26/05/2024
1144,Paula Romero,Mendoza Ciudad,2024-11,Defensa Personal,M,39,Activo,25000,0,Tarjeta,26/05/2024
1144,Paula Romero,Mendoza Ciudad,2024-12,Defensa Personal,M,39,Activo,25000,0,Tarjeta,26/05/2024
1145,Valentin Romero,Guaymallen,2024-05,Yoga,F,28,Activo,25000,20000,Efectivo,26/05/2024
1145,Valentin Romero,Guaymallen,2024-06,Yoga,F,28,Activo,25000,0,Efectivo,26/05/2024
1145,Valentin Romero,Guaymallen,2024-07,Yoga,F,28,Activo,25000,0,Efectivo,26/05/2024
1145,Valentin Romero,Guaymallen,2024-08,Yoga,F,28,Inactivo,0,0,Efectivo,26/05/2024
1145,Valentin Romero,Guaymallen,2024-09,Yoga,F,28,Activo,25000,0,Efectivo,26/05/2024
1145,Valentin Romero,Guaymallen,2024-10,Yoga,F,28,Activo,25000,0,Efectivo,26/05/2024
1145,Valentin Romero,Guaymallen,2024-11,Yoga,F,28,Activo,25000,0,Efectivo,26/05/2024
1145,Valentin Romero,Guaymallen,2024-12,Yoga,F,28,Activo,25000,0,Efectivo,26/05/2024
1146,Florencia Cruz,Godoy Cruz,2024-03,Yoga,F,28,Activo,25000,20000,Tarjeta,04/03/2024
1146,Florencia Cruz,Godoy Cruz,2024-04,Yoga,F,28,Activo,25000,0,Tarjeta,04/03/2024
1146,Florencia Cruz,Godoy Cruz,2024-05,Yoga,F,28,Activo,25000,0,Tarjeta,04/03/2024
1146,Florencia Cruz,Godoy Cruz,2024-06,Yoga,F,28,Activo,25000,0,Tarjeta,04/03/2024
1146,Florencia Cruz,Godoy Cruz,2024-07,Yoga,F,28,Activo,25000,0,Tarjeta,04/03/2024
1146,Florencia Cruz,Godoy Cruz,2024-08,Yoga,F,28,Activo,25000,0,Tarjeta,04/03/2024
1146,Florencia Cruz,Godoy Cruz,2024-09,Yoga,F,28,Activo,25000,0,Tarjeta,04/03/2024
1146,Florencia Cruz,Godoy Cruz,2024-10,Yoga,F,28,Activo,25000,0,Tarjeta,04/03/2024
1146,Florencia Cruz,Godoy Cruz,2024-11,Yoga,F,28,Activo,25000,0,Tarjeta,04/03/2024
1146,Florencia Cruz,Godoy Cruz,2024-12,Yoga,F,28,Activo,25000,0,Tarjeta,04/03/2024
1147,Agustin Vega,Godoy Cruz,2024-08,Funcional,M,18,Activo,35000,20000,Transferencia,10/08/2024
1147,Agustin Vega,Godoy Cruz,2024-09,Funcional,M,18,Activo,35000,0,Transferencia,10/08/2024
1147,Agustin Vega,Godoy Cruz,2024-10,Funcional,M,18,Activo,35000,0,Transferencia,10/08/2024
1147,Agustin Vega,Godoy Cruz,2024-11,Funcional,M,18,Activo,35000,0,Transferencia,10/08/2024
1147,Agustin Vega,Godoy Cruz,2024-12,Funcional,M,18,Activo,35000,0,Transferencia,10/08/2024
1148,Micaela Romero,Mendoza Ciudad,2024-12,Funcional,M,20,Activo,35000,20000,Tarjeta,08/12/2024
1149,Carlos Rodriguez,Mendoza Ciudad,2024-01,Musculacion,M,32,Activo,35000,20000,Efectivo,26/01/2024
1149,Carlos Rodriguez,Mendoza Ciudad,2024-02,Musculacion,M,32,Activo,35000,0,Efectivo,26/01/2024
1149,Carlos Rodriguez,Mendoza Ciudad,2024-03,Musculacion,M,32,Activo,35000,0,Efectivo,26/01/2024
1149,Carlos Rodriguez,Mendoza Ciudad,2024-04,Musculacion,M,32,Activo,35000,0,Efectivo,26/01/2024
1149,Carlos Rodriguez,Mendoza Ciudad,2024-05,Musculacion,M,32,Activo,35000,0,Efectivo,26/01/2024
1149,Carlos Rodriguez,Mendoza Ciudad,2024-06,Musculacion,M,32,Inactivo,0,0,Efectivo,26/01/2024
1149,Carlos Rodriguez,Mendoza Ciudad,2024-07,Musculacion,M,32,Inactivo,0,0,Efectivo,26/01/2024
1149,Carlos Rodriguez,Mendoza Ciudad,2024-08,Musculacion,M,32,Inactivo,0,0,Efectivo,26/01/2024
1149,Carlos Rodriguez,Mendoza Ciudad,2024-09,Musculacion,M,32,Activo,35000,0,Efectivo,26/01/2024
1149,Carlos Rodriguez,Mendoza Ciudad,2024-10,Musculacion,M,32,Activo,35000,0,Efectivo,26/01/2024
1149,Carlos Rodriguez,Mendoza Ciudad,2024-11,Musculacion,M,32,Activo,35000,0,Efectivo,26/01/2024
1149,Carlos Rodriguez,Mendoza Ciudad,2024-12,Musculacion,M,32,Activo,35000,0,Efectivo,26/01/2024
1150,Ezequiel Navarro,Maipu,2024-01,Funcional,M,27,Activo,35000,20000,Efectivo,17/01/2024
1150,Ezequiel Navarro,Maipu,2024-02,Funcional,M,27,Activo,35000,0,Efectivo,17/01/2024
1150,Ezequiel Navarro,Maipu,2024-03,Funcional,M,27,Activo,35000,0,Efectivo,17/01/2024
1150,Ezequiel Navarro,Maipu,2024-04,Funcional,M,27,Activo,35000,0,Efectivo,17/01/2024
1150,Ezequiel Navarro,Maipu,2024-05,Funcional,M,27,Activo,35000,0,Efectivo,17/01/2024
1150,Ezequiel Navarro,Maipu,2024-06,Funcional,M,27,Activo,35000,0,Efectivo,17/01/2024
1150,Ezequiel Navarro,Maipu,2024-07,Funcional,M,27,Activo,35000,0,Efectivo,17/01/2024
1150,Ezequiel Navarro,Maipu,2024-08,Funcional,M,27,Inactivo,0,0,Efectivo,17/01/2024
1150,Ezequiel Navarro,Maipu,2024-09,Funcional,M,27,Inactivo,0,0,Efectivo,17/01/2024
1150,Ezequiel Navarro,Maipu,2024-10,Funcional,M,27,Activo,35000,0,Efectivo,17/01/2024
1150,Ezequiel Navarro,Maipu,2024-11,Funcional,M,27,Activo,35000,0,Efectivo,17/01/2024
1150,Ezequiel Navarro,Maipu,2024-12,Funcional,M,27,Inactivo,0,0,Efectivo,17/01/2024
1151,Juan Lopez,Lujan de Cuyo,2024-11,Funcional,F,33,Activo,35000,20000,Efectivo,11/11/2024
1151,Juan Lopez,Lujan de Cuyo,2024-12,Funcional,F,33,Activo,35000,0,Efectivo,11/11/2024
1152,Paula Perez,Lujan de Cuyo,2024-08,Musculacion,F,32,Activo,35000,20000,Transferencia,26/08/2024
1152,Paula Perez,Lujan de Cuyo,2024-09,Musculacion,F,32,Activo,35000,0,Transferencia,26/08/2024
1152,Paula Perez,Lujan de Cuyo,2024-10,Musculacion,F,32,Activo,35000,0,Transferencia,26/08/2024
1152,Paula Perez,Lujan de Cuyo,2024-11,Musculacion,F,32,Activo,35000,0,Transferencia,26/08/2024
1152,Paula Perez,Lujan de Cuyo,2024-12,Musculacion,F,32,Activo,35000,0,Transferencia,26/08/2024
1153,Sofia Medina,Mendoza Ciudad,2024-11,Yoga,F,37,Activo,25000,20000,Tarjeta,20/11/2024
1153,Sofia Medina,Mendoza Ciudad,2024-12,Yoga,F,37,Activo,25000,0,Tarjeta,20/11/2024
1154,Ezequiel Garcia,Mendoza Ciudad,2024-11,Spinning,M,49,Activo,25000,20000,Tarjeta,13/11/2024
1154,Ezequiel Garcia,Mendoza Ciudad,2024-12,Spinning,M,49,Activo,25000,0,Tarjeta,13/11/2024
1155,Florencia Rios,Godoy Cruz,2024-11,Musculacion,F,32,Activo,35000,20000,Tarjeta,28/11/2024
1155,Florencia Rios,Godoy Cruz,2024-12,Musculacion,F,32,Activo,35000,0,Tarjeta,28/11/2024
1156,Julieta Dominguez,Guaymallen,2024-02,Funcional,F,31,Activo,35000,20000,Transferencia,22/02/2024
1156,Julieta Dominguez,Guaymallen,2024-03,Funcional,F,31,Activo,35000,0,Transferencia,22/02/2024
1156,Julieta Dominguez,Guaymallen,2024-04,Funcional,F,31,Inactivo,0,0,Transferencia,22/02/2024
1156,Julieta Dominguez,Guaymallen,2024-05,Funcional,F,31,Activo,35000,0,Transferencia,22/02/2024
1156,Julieta Dominguez,Guaymallen,2024-06,Funcional,F,31,Inactivo,0,0,Transferencia,22/02/2024
1156,Julieta Dominguez,Guaymallen,2024-07,Funcional,F,31,Activo,35000,0,Transferencia,22/02/2024
1156,Julieta Dominguez,Guaymallen,2024-08,Funcional,F,31,Activo,35000,0,Transferencia,22/02/2024
1156,Julieta Dominguez,Guaymallen,2024-09,Funcional,F,31,Activo,35000,0,Transferencia,22/02/2024
1156,Julieta Dominguez,Guaymallen,2024-10,Funcional,F,31,Inactivo,0,0,Transferencia,22/02/2024
1156,Julieta Dominguez,Guaymallen,2024-11,Funcional,F,31,Inactivo,0,0,Transferencia,22/02/2024
1156,Julieta Dominguez,Guaymallen,2024-12,Funcional,F,31,Activo,35000,0,Transferencia,22/02/2024
1157,Ezequiel Molina,Godoy Cruz,2024-03,Musculacion,M,30,Activo,35000,20000,Efectivo,04/03/2024
1157,Ezequiel Molina,Godoy Cruz,2024-04,Musculacion,M,30,Inactivo,0,0,Efectivo,04/03/2024
1157,Ezequiel Molina,Godoy Cruz,2024-05,Musculacion,M,30,Activo,35000,0,Efectivo,04/03/2024
1157,Ezequiel Molina,Godoy Cruz,2024-06,Musculacion,M,30,Inactivo,0,0,Efectivo,04/03/2024
1157,Ezequiel Molina,Godoy Cruz,2024-07,Musculacion,M,30,Inactivo,0,0,Efectivo,04/03/2024
1157,Ezequiel Molina,Godoy Cruz,2024-08,Musculacion,M,30,Activo,35000,0,Efectivo,04/03/2024
1157,Ezequiel Molina,Godoy Cruz,2024-09,Musculacion,M,30,Activo,35000,0,Efectivo,04/03/2024
1157,Ezequiel Molina,Godoy Cruz,2024-10,Musculacion,M,30,Activo,35000,0,Efectivo,04/03/2024
1157,Ezequiel Molina,Godoy Cruz,2024-11,Musculacion,M,30,Activo,35000,0,Efectivo,04/03/2024
1157,Ezequiel Molina,Godoy Cruz,2024-12,Musculacion,M,30,Inactivo,0,0,Efectivo,04/03/2024
1158,Tomas Medina,Mendoza Ciudad,2024-05,Yoga,F,29,Activo,25000,20000,Tarjeta,10/05/2024
1158,Tomas Medina,Mendoza Ciudad,2024-06,Yoga,F,29,Inactivo,0,0,Tarjeta,10/05/2024
1158,Tomas Medina,Mendoza Ciudad,2024-07,Yoga,F,29,Inactivo,0,0,Tarjeta,10/05/2024
1158,Tomas Medina,Mendoza Ciudad,2024-08,Yoga,F,29,Inactivo,0,0,Tarjeta,10/05/2024
1158,Tomas Medina,Mendoza Ciudad,2024-09,Yoga,F,29,Activo,25000,0,Tarjeta,10/05/2024
1158,Tomas Medina,Mendoza Ciudad,2024-10,Yoga,F,29,Activo,25000,0,Tarjeta,10/05/2024
1158,Tomas Medina,Mendoza Ciudad,2024-11,Yoga,F,29,Activo,25000,0,Tarjeta,10/05/2024
1158,Tomas Medina,Mendoza Ciudad,2024-12,Yoga,F,29,Activo,25000,0,Tarjeta,10/05/2024
1159,Micaela Lopez,Mendoza Ciudad,2024-07,Funcional,F,34,Activo,35000,20000,Tarjeta,10/07/2024
1159,Micaela Lopez,Mendoza Ciudad,2024-08,Funcional,F,34,Activo,35000,0,Tarjeta,10/07/2024
1159,Micaela Lopez,Mendoza Ciudad,2024-09,Funcional,F,34,Activo,35000,0,Tarjeta,10/07/2024
1159,Micaela Lopez,Mendoza Ciudad,2024-10,Funcional,F,34,Activo,35000,0,Tarjeta,10/07/2024
1159,Micaela Lopez,Mendoza Ciudad,2024-11,Funcional,F,34,Activo,35000,0,Tarjeta,10/07/2024
1159,Micaela Lopez,Mendoza Ciudad,2024-12,Funcional,F,34,Activo,35000,0,Tarjeta,10/07/2024
1160,Juan Garcia,Guaymallen,2024-05,Defensa Personal,M,25,Activo,25000,20000,Tarjeta,06/05/2024
1160,Juan Garcia,Guaymallen,2024-06,Defensa Personal,M,25,Inactivo,0,0,Tarjeta,06/05/2024
1160,Juan Garcia,Guaymallen,2024-07,Defensa Personal,M,25,Inactivo,0,0,Tarjeta,06/05/2024
1160,Juan Garcia,Guaymallen,2024-08,Defensa Personal,M,25,Activo,25000,0,Tarjeta,06/05/2024
1160,Juan Garcia,Guaymallen,2024-09,Defensa Personal,M,25,Activo,25000,0,Tarjeta,06/05/2024
1160,Juan Garcia,Guaymallen,2024-10,Defensa Personal,M,25,Activo,25000,0,Tarjeta,06/05/2024
1160,Juan Garcia,Guaymallen,2024-11,Defensa Personal,M,25,Activo,25000,0,Tarjeta,06/05/2024
1160,Juan Garcia,Guaymallen,2024-12,Defensa Personal,M,25,Activo,25000,0,Tarjeta,06/05/2024
1161,Tomas Gomez,Mendoza Ciudad,2024-10,Spinning,M,52,Activo,25000,20000,Transferencia,23/10/2024
1161,Tomas Gomez,Mendoza Ciudad,2024-11,Spinning,M,52,Activo,25000,0,Transferencia,23/10/2024
1161,Tomas Gomez,Mendoza Ciudad,2024-12,Spinning,M,52,Activo,25000,0,Transferencia,23/10/2024
1162,Paula Vega,Guaymallen,2024-05,Spinning,F,39,Activo,25000,20000,Tarjeta,23/05/2024
1162,Paula Vega,Guaymallen,2024-06,Spinning,F,39,Activo,25000,0,Tarjeta,23/05/2024
1162,Paula Vega,Guaymallen,2024-07,Spinning,F,39,Activo,25000,0,Tarjeta,23/05/2024
1162,Paula Vega,Guaymallen,2024-08,Spinning,F,39,Inactivo,0,0,Tarjeta,23/05/2024
1162,Paula Vega,Guaymallen,2024-09,Spinning,F,39,Inactivo,0,0,Tarjeta,23/05/2024
1162,Paula Vega,Guaymallen,2024-10,Spinning,F,39,Activo,25000,0,Tarjeta,23/05/2024
1162,Paula Vega,Guaymallen,2024-11,Spinning,F,39,Activo,25000,0,Tarjeta,23/05/2024
1162,Paula Vega,Guaymallen,2024-12,Spinning,F,39,Activo,25000,0,Tarjeta,23/05/2024
1163,Franco Herrera,Lujan de Cuyo,2024-10,Musculacion,M,36,Activo,35000,20000,Tarjeta,21/10/2024
1163,Franco Herrera,Lujan de Cuyo,2024-11,Musculacion,M,36,Inactivo,0,0,Tarjeta,21/10/2024
1163,Franco Herrera,Lujan de Cuyo,2024-12,Musculacion,M,36,Activo,35000,0,Tarjeta,21/10/2024
1164,Catalina Torres,Mendoza Ciudad,2024-03,Musculacion,M,48,Activo,35000,20000,Tarjeta,24/03/2024
1164,Catalina Torres,Mendoza Ciudad,2024-04,Musculacion,M,48,Activo,35000,0,Tarjeta,24/03/2024
1164,Catalina Torres,Mendoza Ciudad,2024-05,Musculacion,M,48,Activo,35000,0,Tarjeta,24/03/2024
1164,Catalina Torres,Mendoza Ciudad,2024-06,Musculacion,M,48,Activo,35000,0,Tarjeta,24/03/2024
1164,Catalina Torres,Mendoza Ciudad,2024-07,Musculacion,M,48,Activo,35000,0,Tarjeta,24/03/2024
1164,Catalina Torres,Mendoza Ciudad,2024-08,Musculacion,M,48,Activo,35000,0,Tarjeta,24/03/2024
1164,Catalina Torres,Mendoza Ciudad,2024-09,Musculacion,M,48,Activo,35000,0,Tarjeta,24/03/2024
1164,Catalina Torres,Mendoza Ciudad,2024-10,Musculacion,M,48,Activo,35000,0,Tarjeta,24/03/2024
1164,Catalina Torres,Mendoza Ciudad,2024-11,Musculacion,M,48,Activo,35000,0,Tarjeta,24/03/2024
1164,Catalina Torres,Mendoza Ciudad,2024-12,Musculacion,M,48,Activo,35000,0,Tarjeta,24/03/2024
1165,Carlos Cruz,Mendoza Ciudad,2024-12,Spinning,F,40,Activo,25000,0,Transferencia,22/12/2024
1165,Carlos Cruz,Mendoza Ciudad,2024-12,Funcional,F,40,Activo,35000,20000,Transferencia,22/12/2024
1166,Camila Romero,Lujan de Cuyo,2024-01,Musculacion,F,40,Activo,35000,20000,Tarjeta,14/01/2024
1166,Camila Romero,Lujan de Cuyo,2024-01,Funcional,F,40,Inactivo,0,0,Tarjeta,14/01/2024
1166,Camila Romero,Lujan de Cuyo,2024-02,Musculacion,F,40,Activo,35000,0,Tarjeta,14/01/2024
1166,Camila Romero,Lujan de Cuyo,2024-02,Funcional,F,40,Activo,35000,0,Tarjeta,14/01/2024
1166,Camila Romero,Lujan de Cuyo,2024-03,Musculacion,F,40,Activo,35000,0,Tarjeta,14/01/2024
1166,Camila Romero,Lujan de Cuyo,2024-03,Funcional,F,40,Inactivo,0,0,Tarjeta,14/01/2024
1166,Camila Romero,Lujan de Cuyo,2024-04,Musculacion,F,40,Activo,35000,0,Tarjeta,14/01/2024
1166,Camila Romero,Lujan de Cuyo,2024-04,Funcional,F,40,Activo,35000,0,Tarjeta,14/01/2024
1166,Camila Romero,Lujan de Cuyo,2024-05,Musculacion,F,40,Activo,35000,0,Tarjeta,14/01/2024
1166,Camila Romero,Lujan de Cuyo,2024-05,Funcional,F,40,Activo,35000,0,Tarjeta,14/01/2024
1166,Camila Romero,Lujan de Cuyo,2024-06,Musculacion,F,40,Activo,35000,0,Tarjeta,14/01/2024
1166,Camila Romero,Lujan de Cuyo,2024-06,Funcional,F,40,Inactivo,0,0,Tarjeta,14/01/2024
1166,Camila Romero,Lujan de Cuyo,2024-07,Musculacion,F,40,Activo,35000,0,Tarjeta,14/01/2024
1166,Camila Romero,Lujan de Cuyo,2024-07,Funcional,F,40,Inactivo,0,0,Tarjeta,14/01/2024
1166,Camila Romero,Lujan de Cuyo,2024-08,Musculacion,F,40,Activo,35000,0,Tarjeta,14/01/2024
1166,Camila Romero,Lujan de Cuyo,2024-08,Funcional,F,40,Inactivo,0,0,Tarjeta,14/01/2024
1166,Camila Romero,Lujan de Cuyo,2024-09,Musculacion,F,40,Activo,35000,0,Tarjeta,14/01/2024
1166,Camila Romero,Lujan de Cuyo,2024-09,Funcional,F,40,Inactivo,0,0,Tarjeta,14/01/2024
1166,Camila Romero,Lujan de Cuyo,2024-10,Musculacion,F,40,Inactivo,0,0,Tarjeta,14/01/2024
1166,Camila Romero,Lujan de Cuyo,2024-10,Funcional,F,40,Activo,35000,0,Tarjeta,14/01/2024
1166,Camila Romero,Lujan de Cuyo,2024-11,Musculacion,F,40,Activo,35000,0,Tarjeta,14/01/2024
1166,Camila Romero,Lujan de Cuyo,2024-11,Funcional,F,40,Activo,35000,0,Tarjeta,14/01/2024
1166,Camila Romero,Lujan de Cuyo,2024-12,Musculacion,F,40,Activo,35000,0,Tarjeta,14/01/2024
1166,Camila Romero,Lujan de Cuyo,2024-12,Funcional,F,40,Activo,35000,0,Tarjeta,14/01/2024
1167,Lucia Garcia,Guaymallen,2024-07,Spinning,M,29,Activo,25000,20000,Efectivo,25/07/2024
1167,Lucia Garcia,Guaymallen,2024-08,Spinning,M,29,Activo,25000,0,Efectivo,25/07/2024
1167,Lucia Garcia,Guaymallen,2024-09,Spinning,M,29,Activo,25000,0,Efectivo,25/07/2024
1167,Lucia Garcia,Guaymallen,2024-10,Spinning,M,29,Activo,25000,0,Efectivo,25/07/2024
1167,Lucia Garcia,Guaymallen,2024-11,Spinning,M,29,Activo,25000,0,Efectivo,25/07/2024
1167,Lucia Garcia,Guaymallen,2024-12,Spinning,M,29,Activo,25000,0,Efectivo,25/07/2024
1168,Agustin Rodriguez,Mendoza Ciudad,2024-07,Musculacion,M,22,Activo,35000,20000,Transferencia,26/07/2024
1168,Agustin Rodriguez,Mendoza Ciudad,2024-08,Musculacion,M,22,Activo,35000,0,Transferencia,26/07/2024
1168,Agustin Rodriguez,Mendoza Ciudad,2024-09,Musculacion,M,22,Activo,35000,0,Transferencia,26/07/2024
1168,Agustin Rodriguez,Mendoza Ciudad,2024-10,Musculacion,M,22,Activo,35000,0,Transferencia,26/07/2024
1168,Agustin Rodriguez,Mendoza Ciudad,2024-11,Musculacion,M,22,Activo,35000,0,Transferencia,26/07/2024
1168,Agustin Rodriguez,Mendoza Ciudad,2024-12,Musculacion,M,22,Activo,35000,0,Transferencia,26/07/2024
1169,Juan Fernandez,Mendoza Ciudad,2024-01,Funcional,M,23,Activo,35000,20000,Efectivo,19/01/2024
1169,Juan Fernandez,Mendoza Ciudad,2024-02,Funcional,M,23,Activo,35000,0,Efectivo,19/01/2024
1169,Juan Fernandez,Mendoza Ciudad,2024-03,Funcional,M,23,Activo,35000,0,Efectivo,19/01/2024
1169,Juan Fernandez,Mendoza Ciudad,2024-04,Funcional,M,23,Activo,35000,0,Efectivo,19/01/2024
1169,Juan Fernandez,Mendoza Ciudad,2024-05,Funcional,M,23,Inactivo,0,0,Efectivo,19/01/2024
1169,Juan Fernandez,Mendoza Ciudad,2024-06,Funcional,M,23,Activo,35000,0,Efectivo,19/01/2024
1169,Juan Fernandez,Mendoza Ciudad,2024-07,Funcional,M,23,Activo,35000,0,Efectivo,19/01/2024
1169,Juan Fernandez,Mendoza Ciudad,2024-08,Funcional,M,23,Activo,35000,0,Efectivo,19/01/2024
1169,Juan Fernandez,Mendoza Ciudad,2024-09,Funcional,M,23,Activo,35000,0,Efectivo,19/01/2024
1169,Juan Fernandez,Mendoza Ciudad,2024-10,Funcional,M,23,Activo,35000,0,Efectivo,19/01/2024
1169,Juan Fernandez,Mendoza Ciudad,2024-11,Funcional,M,23,Activo,35000,0,Efectivo,19/01/2024
